87.10098577909321 e
93.57611718225776 m
1482.9843487863413 e
1045.868406312295 m
93.57644459990122 m
86.61569267802369 e
91.18958955823139 e
62.82993639752622 e
92.58957585337639 e
80.94112738735494 m
874.6677037738789 m
90.6606566550803 m
90.3478052127344 m
1367.2251521541227 m
87.3996478796684 m
109.03827462962882 e
83.24511601073772 m
119.3269413747138 m
91.64783571029967 m
75.793684470703 m
1014.1252387140163 e
100.43916800966237 e
90.50281255777367 m
92.72137780603352 m
916.7375303717498 m
92.30709643722965 e
89.03517697544207 e
1000.8747748439931 e
88.22799621420846 e
91.44123290428908 e
78.45021383503101 m
88.99067815993706 m
90.64457033212734 m
90.83600953760418 m
86.0341216274422 m
111.32340239045034 e
1497.7009563557287 e
87.74396153955533 m
63.57320464734417 m
89.74602578252646 m
91.5303651619897 e
92.41971057703314 e
97.78133192458728 m
91.18013385633472 m
87.99284496010712 m
89.94311285687215 e
97.67835527213052 m
91.74426815083669 m
86.48960808947939 e
90.81284036540816 e
86.28005316844629 e
90.78654277271872 m
88.74680571830878 e
88.75308114263895 e
89.46278964957311 m
