150.97645329683053 g
142.6574763732237 g
149.290369057463 g
131.12904288101907 g
149.48918750361193 g
133.9161879073214 g
132.85487180610227 g
134.13382975777682 g
105.66214077735238 g
127.23123775231186 g
113.07340659394004 g
134.46723975324812 g
125.32397887405828 g
126.42241649184929 g
113.56829259894977 g
155.77448814871425 g
104.08372165967415 g
126.0230638677594 g
108.38877201223536 g
112.2478197792444 g
159.55085431584473 g
120.57729758351078 g
110.04907492294848 g
125.74204332810615 g
109.14149694747985 g
119.40249005385883 g
129.25985553236075 g

